# trbnet-address  channel  station  layer  straw  cell
[PreTest]
[TestLookup]
##################################################### Layer1 #################################################
6400	1	1	1	15	16
6400	2	1	1	16	15
6400	3	1	1	13	14
6400	4	1	1	14	13
6400	5	1	1	11	12
6400	6	1	1	12	11
6400	7	1	1	9	10
6400	8	1	1	10	9
6400	9	1	1	7	8
6400	10	1	1	8	7
6400	11	1	1	5	6
6400	12	1	1	6	5
6400	13	1	1	3	4
6400	14	1	1	4	3
6400	15	1	1	1	2
6400	16	1	1	2	1
6400	17	1	1	31	32
6400	18	1	1	32	31
6400	19	1	1	29	30
6400	20	1	1	30	29
6400	21	1	1	27	28
6400	22	1	1	28	27
6400	23	1	1	25	26
6400	24	1	1	26	25
6400	25	1	1	23	24
6400	26	1	1	24	23
6400	27	1	1	21	22
6400	28	1	1	22	21
6400	29	1	1	19	20
6400	30	1	1	20	19
6400	31	1	1	17	18
6400	32	1	1	18	17
6400	33	1	2	2	16
6400	34	1	2	1	15
6400	35	1	2	4	14
6400	36	1	2	3	13
6400	37	1	2	6	12
6400	38	1	2	5	11
6400	39	1	2	8	10
6400	40	1	2	7	9
6400	41	1	2	10	8
6400	42	1	2	9	7
6400	43	1	2	12	6
6400	44	1	2	11	5
6400	45	1	2	14	4
6400	46	1	2	13	3
6400	47	1	2	16	2
6400	48	1	2	15	1
6410	1	1	2	18	32
6410	2	1	2	17	31
6410	3	1	2	20	30
6410	4	1	2	19	29
6410	5	1	2	22	28
6410	6	1	2	21	27
6410	7	1	2	24	26
6410	8	1	2	23	25
6410	9	1	2	26	24
6410	10	1	2	25	23
6410	11	1	2	28	22
6410	12	1	2	27	21
6410	13	1	2	30	20
6410	14	1	2	29	19
6410	15	1	2	32	18
6410	16	1	2	31	17
6410	17	1	3	15	16
6410	18	1	3	16	15
6410	19	1	3	13	14
6410	20	1	3	14	13
6410	21	1	3	11	12
6410	22	1	3	12	11
6410	23	1	3	9	10
6410	24	1	3	10	9
6410	25	1	3	7	8
6410	26	1	3	8	7
6410	27	1	3	5	6
6410	28	1	3	6	5
6410	29	1	3	3	4
6410	30	1	3	4	3
6410	31	1	3	1	2
6410	32	1	3	2	1
6410	33	1	3	31	32
6410	34	1	3	32	31
6410	35	1	3	29	30
6410	36	1	3	30	29
6410	37	1	3	27	28
6410	38	1	3	28	27
6410	39	1	3	25	26
6410	40	1	3	26	25
6410	41	1	3	23	24
6410	42	1	3	24	23
6410	43	1	3	21	22
6410	44	1	3	22	21
6410	45	1	3	19	20
6410	46	1	3	20	19
6410	47	1	3	17	18
6410	48	1	3	18	17
6420	1	1	4	1	1
6420	2	1	4	2	2
6420	3	1	4	3	3
6420	4	1	4	4	4
6420	5	1	4	5	5
6420	6	1	4	6	6
6420	7	1	4	7	7
6420	8	1	4	8	8
6420	9	1	4	9	9
6420	10	1	4	10	10
6420	11	1	4	11	11
6420	12	1	4	12	12
6420	13	1	4	13	13
6420	14	1	4	14	14
6420	15	1	4	15	15
6420	16	1	4	16	16
6420	17	1	4	18	17
6420	18	1	4	17	18
6420	19	1	4	20	19
6420	20	1	4	19	20
6420	21	1	4	22	21
6420	22	1	4	21	22
6420	23	1	4	24	23
6420	24	1	4	23	24
6420	25	1	4	26	25
6420	26	1	4	25	26
6420	27	1	4	28	27
6420	28	1	4	27	28
6420	29	1	4	30	29
6420	30	1	4	29	30
6420	31	1	4	32	31
6420	32	1	4	31	32
6420	33	1	5	15	15
6420	34	1	5	16	16
6420	35	1	5	13	13
6420	36	1	5	14	14
6420	37	1	5	11	11
6420	38	1	5	12	12
6420	39	1	5	9	9
6420	40	1	5	10	10
6420	41	1	5	7	7
6420	42	1	5	8	8
6420	43	1	5	5	5
6420	44	1	5	6	6
6420	45	1	5	3	3
6420	46	1	5	4	4
6420	47	1	5	1	1
6420	48	1	5	2	2
6430	1	1	5	31	31
6430	2	1	5	32	32
6430	3	1	5	29	29
6430	4	1	5	30	30
6430	5	1	5	27	27
6430	6	1	5	28	28
6430	7	1	5	25	25
6430	8	1	5	26	26
6430	9	1	5	23	23
6430	10	1	5	24	24
6430	11	1	5	21	21
6430	12	1	5	22	22
6430	13	1	5	19	19
6430	14	1	5	20	20
6430	15	1	5	17	17
6430	16	1	5	18	18
6430	17	1	6	2	1
6430	18	1	6	1	2
6430	19	1	6	4	3
6430	20	1	6	3	4
6430	21	1	6	6	5
6430	22	1	6	5	6
6430	23	1	6	8	7
6430	24	1	6	7	8
6430	25	1	6	10	9
6430	26	1	6	9	10
6430	27	1	6	12	11
6430	28	1	6	11	12
6430	29	1	6	14	13
6430	30	1	6	13	14
6430	31	1	6	16	15
6430	32	1	6	15	16
6430	33	1	6	18	17
6430	34	1	6	17	18
6430	35	1	6	20	19
6430	36	1	6	19	20
6430	37	1	6	22	21
6430	38	1	6	21	22
6430	39	1	6	24	23
6430	40	1	6	23	24
6430	41	1	6	26	25
6430	42	1	6	25	26
6430	43	1	6	28	27
6430	44	1	6	27	28
6430	45	1	6	30	29
6430	46	1	6	29	30
6430	47	1	6	32	31
6430	48	1	6	31	32
6431	1	1	7	15	16
6431	2	1	7	16	15
6431	3	1	7	13	14
6431	4	1	7	14	13
6431	5	1	7	11	12
6431	6	1	7	12	11
6431	7	1	7	9	10
6431	8	1	7	10	9
6431	9	1	7	7	8
6431	10	1	7	8	7
6431	11	1	7	5	6
6431	12	1	7	6	5
6431	13	1	7	3	4
6431	14	1	7	4	3
6431	15	1	7	1	2
6431	16	1	7	2	1
6431	17	1	7	31	32
6431	18	1	7	32	31
6431	19	1	7	29	30
6431	20	1	7	30	29
6431	21	1	7	27	28
6431	22	1	7	28	27
6431	23	1	7	25	26
6431	24	1	7	26	25
6431	25	1	7	23	24
6431	26	1	7	24	23
6431	27	1	7	21	22
6431	28	1	7	22	21
6431	29	1	7	19	20
6431	30	1	7	20	19
6431	31	1	7	17	18
6431	32	1	7	18	17
6431	33	1	8	1	16
6431	34	1	8	2	15
6431	35	1	8	3	14
6431	36	1	8	4	13
6431	37	1	8	5	12
6431	38	1	8	6	11
6431	39	1	8	7	10
6431	40	1	8	8	9
6431	41	1	8	9	8
6431	42	1	8	10	7
6431	43	1	8	11	6
6431	44	1	8	12	5
6431	45	1	8	13	4
6431	46	1	8	14	3
6431	47	1	8	15	2
6431	48	1	8	16	1

6500	1	2	1	1	1
6500	2	2	1	2	1
6500	3	2	1	3	1
6500	4	2	1	4	1
6500	5	2	1	5	1
6500	6	2	1	6	1
6500	7	2	1	7	1
6500	8	2	1	8	1
6500	9	2	1	9	1
6500	10	2	1	10	1
6500	11	2	1	11	1
6500	12	2	1	12	1
6500	13	2	1	13	1
6500	14	2	1	14	1
6500	15	2	1	15	1
6500	16	2	1	16	1
6500	17	2	1	17	1
6500	18	2	1	18	1
6500	19	2	1	19	1
6500	20	2	1	20	1
6500	21	2	1	21	1
6500	22	2	1	22	1
6500	23	2	1	23	1
6500	24	2	1	24	1
6500	25	2	1	25	1
6500	26	2	1	26	1
6500	27	2	1	27	1
6500	28	2	1	28	1
6500	29	2	1	29	1
6500	30	2	1	30	1
6500	31	2	1	31	1
6500	32	2	1	32	1
6500	33	2	1	33	1
6500	34	2	1	34	1
6500	35	2	1	35	1
6500	36	2	1	36	1
6500	37	2	1	37	1
6500	38	2	1	38	1
6500	39	2	1	39	1
6500	40	2	1	40	1
6500	41	2	1	41	1
6500	42	2	1	42	1
6500	43	2	1	43	1
6500	44	2	1	44	1
6500	45	2	1	45	1
6500	46	2	1	46	1
6500	47	2	1	47	1
6500	48	2	1	48	1
6411	1	1	1	1	1
6411	2	1	1	2	1
6411	3	1	1	3	1
6411	4	1	1	4	1
6411	5	1	1	5	1
6411	6	1	1	6	1
6411	7	1	1	7	1
6411	8	1	1	8	1
6411	9	1	1	9	1
6411	10	1	1	10	1
6411	11	1	1	11	1
6411	12	1	1	12	1
6411	13	1	1	13	1
6411	14	1	1	14	1
6411	15	1	1	15	1
6411	16	1	1	16	1
6411	17	1	1	17	1
6411	18	1	1	18	1
6411	19	1	1	19	1
6411	20	1	1	20	1
6411	21	1	1	21	1
6411	22	1	1	22	1
6411	23	1	1	23	1
6411	24	1	1	24	1
6411	25	1	1	25	1
6411	26	1	1	26	1
6411	27	1	1	27	1
6411	28	1	1	28	1
6411	29	1	1	29	1
6411	30	1	1	30	1
6411	31	1	1	31	1
6411	32	1	1	32	1
6411	33	1	1	33	1
6411	34	1	1	34	1
6411	35	1	1	35	1
6411	36	1	1	36	1
6411	37	1	1	37	1
6411	38	1	1	38	1
6411	39	1	1	39	1
6411	40	1	1	40	1
6411	41	1	1	41	1
6411	42	1	1	42	1
6411	43	1	1	43	1
6411	44	1	1	44	1
6411	45	1	1	45	1
6411	46	1	1	46	1
6411	47	1	1	47	1
6411	48	1	1	48	1
0xe202	1	2	1	1	1
0xe202	2	2	1	2	1
0xe202	3	2	1	3	1
0xe202	4	2	1	4	1
0xe202	5	2	1	5	1
0xe202	6	2	1	6	1
0xe202	7	2	1	7	1
0xe202	8	2	1	8	1
0xe202	9	2	1	9	1
0xe202	10	2	1	10	1
0xe202	11	2	1	11	1
0xe202	12	2	1	12	1
0xe202	13	2	1	13	1
